iter	Quantile:alpha=0.95
0	0.02612754546
1	0.02611198471
2	0.0261020455
3	0.02608885559
4	0.02606762217
5	0.02605666099
6	0.02604403026
7	0.02603390941
8	0.02601281265
9	0.02600239412
10	0.0259886586
11	0.02597256176
12	0.02596111591
13	0.02595292653
14	0.02594515057
15	0.02593085963
16	0.02591758344
17	0.02591212812
18	0.02590018673
19	0.02588342689
20	0.02588175702
21	0.02586672489
22	0.02585845954
23	0.02584396154
24	0.02583076683
25	0.02582618709
26	0.02581569136
27	0.02580688274
28	0.02580042434
29	0.02579270102
30	0.02578665344
31	0.02577839976
32	0.02577069297
33	0.02576445876
34	0.02576176113
35	0.02575574754
36	0.02574743686
37	0.02574148028
38	0.02573265823
39	0.02572048052
40	0.02571673068
41	0.02570908704
42	0.02570565168
43	0.02569927463
44	0.02569337656
45	0.02568430958
46	0.02567399188
47	0.02567026308
48	0.0256643122
49	0.02565292748
50	0.02563708545
51	0.02563495101
52	0.02563056691
53	0.02562970811
54	0.02561949378
55	0.02561672966
56	0.02561483769
57	0.02560936789
58	0.02559884751
59	0.02558712683
60	0.02558114605
61	0.02557801764
62	0.02557217429
63	0.02556676791
64	0.02555963753
65	0.0255540574
66	0.02554924639
67	0.02553972662
68	0.02553767123
69	0.02552906016
70	0.02552762686
71	0.02552361567
72	0.02551815197
73	0.02551145736
74	0.02550922046
75	0.02550047546
76	0.02549277801
77	0.02548977587
78	0.02548565135
79	0.02548321562
80	0.02548091569
81	0.02547921706
82	0.02547762673
83	0.02547542625
84	0.02545398696
85	0.02545237903
86	0.0254504886
87	0.02544602273
88	0.02544566025
89	0.02543910975
90	0.02542980193
91	0.02541893452
92	0.02541241097
93	0.02541017268
94	0.02540799453
95	0.02540043758
96	0.02539125194
97	0.02538632771
98	0.02538473545
99	0.02538208188
100	0.02537952172
101	0.02537124023
102	0.02536760532
103	0.02535949065
104	0.02535910948
105	0.02535713943
106	0.02535572313
107	0.02535168176
108	0.02534595339
109	0.02534039086
110	0.02533187684
111	0.02532906414
112	0.02532436704
113	0.02531991736
114	0.02531899945
115	0.02531217252
116	0.02530958601
117	0.02530285947
118	0.02530173419
119	0.02529937883
120	0.02529681897
121	0.0252889449
122	0.02528439817
123	0.02527841965
124	0.02527564241
125	0.02527365851
126	0.02527061006
127	0.02526694863
128	0.02526546032
129	0.02525893693
130	0.02525543823
131	0.02524940368
132	0.0252440477
133	0.02524036863
134	0.02523712148
135	0.02523581222
136	0.02523397998
137	0.02523108961
138	0.02522921649
139	0.02522917069
140	0.02522599992
141	0.02521963604
142	0.02521690132
143	0.02521342998
144	0.02521157727
145	0.02520890419
146	0.02518497899
147	0.0251805249
148	0.02517277363
149	0.02517167066
150	0.02516948507
151	0.02516924332
152	0.02516407855
153	0.02516402472
154	0.02516399949
155	0.02516061129
156	0.0251543161
157	0.025154294
158	0.02515234926
159	0.02514335588
160	0.02514074743
161	0.02513462837
162	0.02513290152
163	0.02513031262
164	0.02512498923
165	0.02512210327
166	0.02511254596
167	0.02510866859
168	0.02509662627
169	0.02509185402
170	0.02508169832
171	0.02507651464
172	0.02507520304
173	0.02507001775
174	0.02507000447
175	0.02506427548
176	0.02506058601
177	0.02505727095
178	0.02505465706
179	0.02505363438
180	0.02505170544
181	0.02504749774
182	0.02504638426
183	0.02504405177
184	0.02503731539
185	0.02503677008
186	0.02503331972
187	0.02502780394
188	0.02502552164
189	0.0250170542
190	0.02501344079
191	0.02500924928
192	0.02500917789
193	0.02500866031
194	0.02500474896
195	0.02500115705
196	0.02499991773
197	0.02499655097
198	0.02499264197
199	0.02499145512
200	0.02499071246
201	0.02498761281
202	0.02498662974
203	0.0249855457
204	0.02497784442
205	0.02497338072
206	0.02497270437
207	0.02497013507
208	0.02496923477
209	0.02496556859
210	0.02496441163
211	0.02496342382
212	0.0249622164
213	0.02495135151
214	0.02494769171
215	0.02494759603
216	0.02493201438
217	0.02492829564
218	0.02492804683
219	0.02492118898
220	0.02490829979
221	0.02490753358
222	0.02490297847
223	0.0249011639
224	0.02489886125
225	0.02489735546
226	0.02489572535
227	0.02489229687
228	0.02488036627
229	0.02487881055
230	0.02487571099
231	0.0248709756
232	0.02486164677
233	0.02485788834
234	0.02485602961
235	0.02485073271
236	0.02484602508
237	0.02484367624
238	0.0248391525
239	0.02483913725
240	0.02483845298
241	0.02483415027
242	0.02483232527
243	0.02482667761
244	0.02482274313
245	0.02482140999
246	0.02481470092
247	0.02480844253
248	0.02480602288
249	0.02479964112
250	0.0247962963
251	0.0247886875
252	0.02478491503
253	0.0247820774
254	0.02477670322
255	0.02477160604
256	0.02476936454
257	0.02476836308
258	0.02476399434
259	0.02476265646
260	0.02476125271
261	0.02476004029
262	0.02475612229
263	0.02475061712
264	0.02474895803
265	0.02474713164
266	0.02474594661
267	0.02474020523
268	0.02473681484
269	0.02473508763
270	0.02473403327
271	0.02473151727
272	0.02472869214
273	0.02472761222
274	0.02472650542
275	0.0247163112
276	0.02470762611
277	0.02470697393
278	0.02470586495
279	0.02470060802
280	0.02469365442
281	0.02469302204
282	0.02469197078
283	0.02469059658
284	0.02469020612
285	0.02468746592
286	0.02468565328
287	0.02468259874
288	0.02468001198
289	0.02467779
290	0.02467664529
291	0.02467131421
292	0.02467128395
293	0.02467098906
294	0.02467071356
295	0.02466286581
296	0.0246625152
297	0.02466074102
298	0.02464985398
299	0.02464799498
300	0.02464582273
301	0.02464326987
302	0.02463676349
303	0.0246318867
304	0.02463067494
305	0.02463055591
306	0.0246255054
307	0.02462032758
308	0.02461997287
309	0.02460883263
310	0.02460658516
311	0.02459503012
312	0.02459359221
313	0.02457868518
314	0.02456972231
315	0.02456625788
316	0.02455749246
317	0.02455477208
318	0.02454276965
319	0.02454217344
320	0.02453397462
321	0.02453249868
322	0.02453121512
323	0.02452337865
324	0.02452198371
325	0.02451831494
326	0.02451279501
327	0.02451265803
328	0.02451134517
329	0.02450749019
330	0.0244918506
331	0.02448470952
332	0.02448208477
333	0.0244793483
334	0.0244775473
335	0.02447675253
336	0.02447372231
337	0.02447314382
338	0.02446186519
339	0.02445910885
340	0.02445637435
341	0.02445597001
342	0.02445165135
343	0.02444557024
344	0.02444201363
345	0.02444054879
346	0.0244381075
347	0.02443602848
348	0.02442830265
349	0.0244274135
350	0.02442590759
351	0.02442074307
352	0.02441884122
353	0.02441262722
354	0.02441235413
355	0.0244119598
356	0.0244112803
357	0.02441089919
358	0.02440589726
359	0.02439040457
360	0.02438967691
361	0.02438401722
362	0.02438167299
363	0.02436760169
364	0.02436256811
365	0.02435974608
366	0.02435363004
367	0.02435300654
368	0.02434721524
369	0.02434451915
370	0.02434148039
371	0.02434046053
372	0.02433927756
373	0.02432912847
374	0.02432597188
375	0.02432156521
376	0.02432110989
377	0.02431455999
378	0.02431056854
379	0.02431000832
380	0.02430749166
381	0.02430212289
382	0.02430182907
383	0.02430120116
384	0.02430029698
385	0.02429799849
386	0.02429765679
387	0.02429084405
388	0.02428522911
389	0.02428488468
390	0.02428398257
391	0.02428202848
392	0.02428047724
393	0.02427749134
394	0.02427596421
395	0.02427486292
396	0.02427392329
397	0.0242702054
398	0.02426865852
399	0.02426206071
400	0.02426166603
401	0.02426075419
402	0.02425900544
403	0.02424793165
404	0.02424678295
405	0.02424443276
406	0.02423978657
407	0.02423815612
408	0.02423385169
409	0.02423176863
410	0.02422554584
411	0.02422364801
412	0.0242230775
413	0.02422001332
414	0.02421253795
415	0.02420879856
416	0.02420644749
417	0.02420605557
418	0.02420093077
419	0.02419849292
420	0.0241948153
421	0.02419064378
422	0.02418542275
423	0.0241850026
424	0.0241797264
425	0.02417800918
426	0.02417550121
427	0.02417270411
428	0.02416740498
429	0.02416574869
430	0.02415833049
431	0.02415487013
432	0.02415083734
433	0.02414431235
434	0.02414365353
435	0.02414140315
436	0.02413958299
437	0.02413709875
438	0.02412858873
439	0.02412725221
440	0.02412444784
441	0.02412420014
442	0.0241233756
443	0.02412271645
444	0.02411675714
445	0.02411523428
446	0.02409807297
447	0.0240969256
448	0.02409561957
449	0.02409358802
450	0.02409336602
451	0.02409179505
452	0.02409139342
453	0.02409104048
454	0.0240894923
455	0.02408884345
456	0.02408810203
457	0.02408661737
458	0.02408552529
459	0.02408415317
460	0.02407633581
461	0.02407365621
462	0.0240729273
463	0.02407077538
464	0.02407029743
465	0.02407026455
466	0.02407026217
467	0.02406928062
468	0.02406824066
469	0.02406705051
470	0.02406638309
471	0.02406516646
472	0.02406403412
473	0.02406387962
474	0.02406102675
475	0.02405958425
476	0.02405886206
477	0.02405719746
478	0.02405627658
479	0.0240552427
480	0.02405298726
481	0.02405285422
482	0.02405235405
483	0.02404918024
484	0.02404395796
485	0.02404316875
486	0.02403996762
487	0.02403818662
488	0.02403792649
489	0.02403723748
490	0.02403667154
491	0.02403561014
492	0.0240305689
493	0.02403023645
494	0.02403012915
495	0.02403009956
496	0.02402900324
497	0.02402674267
498	0.02402575545
499	0.02402552008
